Company_Period,Label,Confidence,x_min,y_min,x_max,y_max
INFY_991-1080,Ascending Triangle,0.4676733843057059,2004-01-05,4736.05,2004-04-22,6100.0
INFY_1081-1170,Symmetrical Triangle,0.5048221038334759,2004-05-25,1285.0,2004-08-27,5659.95
INFY_1171-1260,Triple Bottom Reversal,0.036327934544944256,2004-09-20,1601.0,2004-09-28,1681.0
INFY_1261-1350,No Pattern Detected,0.0,,,,
INFY_1351-1440,Cup and Handle,0.587924724688205,2005-07-14,2125.2,2005-09-22,2519.0
INFY_1441-1530,No Pattern Detected,0.0,,,,
INFY_1531-1620,Descending Triangle,0.6419876263224823,2006-04-18,2450.0,2006-06-15,3357.0
INFY_1621-1710,Symmetrical Triangle,0.5625308404120107,2006-06-23,1572.0,2006-10-20,3400.0
INFY_1711-1800,No Pattern Detected,0.0,,,,
INFY_1801-1890,Symmetrical Triangle,0.17093913729048282,2007-03-08,1715.0,2007-07-13,2156.0
INFY_1891-1980,Symmetrical Triangle,0.25865736687122926,2007-07-19,1551.15,2007-11-20,2141.95
INFY_1981-2070,Descending Triangle,0.4903448637816313,2007-12-10,1255.0,2008-04-01,1838.8
INFY_2071-2160,No Pattern Detected,0.0,,,,
INFY_2161-2250,Symmetrical Triangle,0.18173463719315386,2008-08-27,1040.0,2008-12-26,1805.0
INFY_2251-2340,Ascending Triangle,0.6633729398267111,2009-04-09,1300.15,2009-05-18,1910.9
INFY_2341-2430,Ascending Triangle,0.7728673113351417,2009-08-05,1935.0,2009-09-22,2421.0
INFY_2431-2520,No Pattern Detected,0.0,,,,
INFY_2521-2610,No Pattern Detected,0.0,,,,
INFY_2611-2700,Cup and Handle,0.1,2010-08-30,2666.3,2010-10-22,3238.0
INFY_2701-2790,Descending Triangle,0.44860692595925267,2010-12-30,2966.0,2011-03-03,3499.0
INFY_2791-2880,No Pattern Detected,0.0,,,,
INFY_2881-2970,No Pattern Detected,0.0,,,,
INFY_2971-3060,No Pattern Detected,0.0,,,,
INFY_3061-3150,No Pattern Detected,0.0,,,,
INFY_3151-3240,Head and Shoulders,0.9,2012-09-24,2060.55,2012-10-09,2620.2
INFY_3241-3330,Double Top,0.6522289255980459,2013-04-02,2756.25,2013-04-11,2999.55
INFY_3331-3420,Symmetrical Triangle,0.6143790571748674,2013-08-13,2922.1,2013-09-10,3188.0
INFY_3421-3510,Ascending Triangle,0.6896935249205247,2013-11-19,3265.0,2014-01-20,3764.65
INFY_3511-3600,No Pattern Detected,0.0,,,,
INFY_3601-3690,Ascending Triangle,0.6495535525499706,2014-09-08,3572.7,2014-10-16,3985.0
INFY_3691-3780,Symmetrical Triangle,0.5371104188412904,2014-11-07,1896.3,2015-02-27,4402.2
INFY_3781-3870,Descending Triangle,0.6705310466573984,2015-03-03,934.05,2015-07-09,2313.9
INFY_3871-3960,No Pattern Detected,0.0,,,,
INFY_3961-4050,Ascending Triangle,0.5447274525992655,2016-02-04,1067.0,2016-04-01,1237.0
INFY_4051-4140,Head and Shoulders,0.9,2016-05-16,1177.6,2016-06-03,1279.3
INFY_4141-4230,No Pattern Detected,0.0,,,,
INFY_4231-4320,Head and Shoulders,0.5959818078173749,2017-03-17,1015.1,2017-03-28,1044.0
INFY_4321-4410,Double Top,0.220230191174048,2017-07-31,955.05,2017-08-17,1029.25
INFY_4411-4500,Symmetrical Triangle,0.7666720902657396,2017-12-15,998.4,2018-01-23,1188.0
INFY_4501-4590,Triple Bottom Reversal,0.6997325406313595,2018-04-04,1102.0,2018-04-17,1185.9
INFY_4591-4680,No Pattern Detected,0.0,,,,
INFY_4681-4770,No Pattern Detected,0.0,,,,
INFY_4771-4860,No Pattern Detected,0.0,,,,
INFY_4861-4950,No Pattern Detected,0.0,,,,
INFY_4951-5040,Head and Shoulders,0.9,2020-02-13,782.2,2020-02-25,811.6
INFY_5041-5130,Ascending Triangle,0.5355089528223552,2020-07-28,938.3,2020-08-14,986.45
INFY_5131-5220,Triple Bottom Reversal,0.6603556971908707,2020-09-04,913.05,2020-09-24,1037.0
JSWSTEEL_1-90,No Pattern Detected,0.0,,,,
JSWSTEEL_91-180,Double Top,0.32398692642228016,2005-09-29,281.0,2005-10-04,302.0
JSWSTEEL_181-270,Triple Bottom Reversal,0.7076496633736364,2006-02-08,184.05,2006-02-17,198.25
JSWSTEEL_271-360,No Pattern Detected,0.0,,,,
JSWSTEEL_361-450,Inverse Head and Shoulders,0.9,2006-09-13,262.1,2006-09-26,281.9
JSWSTEEL_451-540,Ascending Triangle,0.5200377953531414,2007-05-03,499.0,2007-05-22,625.0
JSWSTEEL_541-630,Symmetrical Triangle,0.2742009148988736,2007-07-16,501.35,2007-09-26,815.95
JSWSTEEL_631-720,Head and Shoulders,0.9,2007-12-28,1180.0,2008-01-14,1365.8
JSWSTEEL_721-810,No Pattern Detected,0.0,,,,
JSWSTEEL_811-900,Head and Shoulders,0.7440354872818348,2008-07-09,694.0,2008-08-11,881.8
JSWSTEEL_901-990,Descending Triangle,0.5829487005404229,2008-11-04,160.1,2009-03-17,388.0
JSWSTEEL_991-1080,Ascending Triangle,0.7058165566445943,2009-06-12,475.1,2009-07-29,722.2
JSWSTEEL_1081-1170,Triple Bottom Reversal,0.4783770849520288,2009-08-17,653.0,2009-11-03,935.9
JSWSTEEL_1171-1260,No Pattern Detected,0.0,,,,
JSWSTEEL_1261-1350,Ascending Triangle,0.49109613495484655,2010-04-29,983.2,2010-08-30,1271.0
JSWSTEEL_1351-1440,No Pattern Detected,0.0,,,,
JSWSTEEL_1441-1530,No Pattern Detected,0.0,,,,
JSWSTEEL_1531-1620,Descending Triangle,0.16692315499112295,2011-05-24,593.35,2011-09-27,981.9
JSWSTEEL_1621-1710,No Pattern Detected,0.0,,,,
JSWSTEEL_1711-1800,No Pattern Detected,0.0,,,,
JSWSTEEL_1801-1890,No Pattern Detected,0.0,,,,
JSWSTEEL_1891-1980,No Pattern Detected,0.0,,,,
JSWSTEEL_1981-2070,Descending Triangle,0.4752410974897863,2013-03-06,579.85,2013-07-15,753.45
JSWSTEEL_2071-2160,Triple Bottom Reversal,0.2877445035309314,2013-08-16,462.0,2013-08-27,557.45
JSWSTEEL_2161-2250,Inverse Head and Shoulders,0.8208002323520904,2014-02-10,804.0,2014-02-25,898.6
JSWSTEEL_2251-2340,No Pattern Detected,0.0,,,,
JSWSTEEL_2341-2430,Head and Shoulders,0.9,2014-09-10,1270.5,2014-09-18,1350.0
JSWSTEEL_2431-2520,Descending Triangle,0.2851688854018155,2015-01-05,863.1,2015-05-18,1087.0
JSWSTEEL_2521-2610,Triple Bottom Reversal,0.23937774346318783,2015-07-21,800.0,2015-07-31,868.7
JSWSTEEL_2611-2700,Ascending Triangle,0.3246932366877887,2015-12-17,953.0,2016-02-04,1127.0
JSWSTEEL_2701-2790,Ascending Triangle,0.6782361859551707,2016-05-31,1350.65,2016-06-17,1433.5
JSWSTEEL_2791-2880,Head and Shoulders,0.9,2016-10-05,1715.55,2016-10-18,1825.0
JSWSTEEL_2881-2970,No Pattern Detected,0.0,,,,
JSWSTEEL_2971-3060,Triple Bottom Reversal,0.7225067042971273,2017-03-27,177.7,2017-04-21,207.0
JSWSTEEL_3061-3150,No Pattern Detected,0.0,,,,
JSWSTEEL_3151-3240,No Pattern Detected,0.0,,,,
JSWSTEEL_3241-3330,Triple Bottom Reversal,0.5842338039558719,2018-07-03,293.55,2018-07-18,320.7
JSWSTEEL_3331-3420,Head and Shoulders,0.9,2018-09-17,389.0,2018-09-26,427.55
JSWSTEEL_3421-3510,No Pattern Detected,0.0,,,,
JSWSTEEL_3511-3600,No Pattern Detected,0.0,,,,
JSWSTEEL_3601-3690,No Pattern Detected,0.0,,,,
JSWSTEEL_3691-3780,Symmetrical Triangle,0.26789588001583703,2020-02-12,132.5,2020-06-23,296.75
JSWSTEEL_3781-3870,Ascending Triangle,0.7417730020147753,2020-09-03,257.55,2020-10-28,327.3
JSWSTEEL_3871-3960,Ascending Triangle,0.5488695699103662,2021-02-08,390.95,2021-03-08,435.0
LT_1-90,No Pattern Detected,0.0,,,,
LT_91-180,Triple Bottom Reversal,0.7825675813592639,2004-11-04,822.0,2004-11-22,872.45
LT_181-270,Triple Bottom Reversal,0.7779722103161284,2005-04-19,920.0,2005-04-29,999.7
LT_271-360,Triple Bottom Reversal,0.7195638818435222,2005-07-27,1220.0,2005-08-23,1379.9
LT_361-450,Ascending Triangle,0.2099014287937982,2006-02-13,2215.0,2006-04-05,2649.0
LT_451-540,Triple Bottom Reversal,0.7448625579547777,2006-06-20,1926.2,2006-07-21,2351.0
LT_541-630,No Pattern Detected,0.0,,,,
LT_631-720,Triple Bottom Reversal,0.6496813752086252,2007-03-05,1375.0,2007-03-16,1599.9
LT_721-810,Ascending Triangle,0.6863540552409414,2007-07-24,2241.0,2007-09-12,2732.0
LT_811-900,No Pattern Detected,0.0,,,,
LT_901-990,Descending Triangle,0.30682019616320294,2008-01-23,2551.0,2008-06-04,3950.0
LT_991-1080,Head and Shoulders,0.5334785588662522,2008-08-06,2476.0,2008-09-09,2911.0
LT_1081-1170,No Pattern Detected,0.0,,,,
LT_1171-1260,No Pattern Detected,0.0,,,,
LT_1261-1350,No Pattern Detected,0.0,,,,
LT_1351-1440,Triple Bottom Reversal,0.5525433852182025,2010-02-05,1389.9,2010-02-15,1477.0
LT_1441-1530,No Pattern Detected,0.0,,,,
LT_1531-1620,Head and Shoulders,0.9,2010-11-04,2045.0,2010-11-15,2212.7
LT_1621-1710,No Pattern Detected,0.0,,,,
LT_1711-1800,No Pattern Detected,0.0,,,,
LT_1801-1890,No Pattern Detected,0.0,,,,
LT_1891-1980,No Pattern Detected,0.0,,,,
LT_1981-2070,Triple Bottom Reversal,0.674551287698811,2012-06-14,1287.15,2012-09-06,1481.7
LT_2071-2160,Descending Triangle,0.4021127143456184,2012-10-25,1427.55,2013-02-19,1720.0
LT_2161-2250,Symmetrical Triangle,0.1872854258452212,2013-05-03,1335.0,2013-07-01,1652.0
LT_2251-2340,Triple Bottom Reversal,0.5034022576228618,2013-08-28,677.15,2013-09-30,898.65
LT_2341-2430,Triple Bottom Reversal,0.7774956596596972,2014-01-10,951.5,2014-02-06,1043.4
LT_2431-2520,No Pattern Detected,0.0,,,,
LT_2521-2610,No Pattern Detected,0.0,,,,
LT_2611-2700,No Pattern Detected,0.0,,,,
LT_2701-2790,Double Top,0.7753277939243605,2015-07-22,1704.05,2015-08-07,1868.0
LT_2791-2880,Symmetrical Triangle,0.27906985959303987,2015-09-10,1069.1,2016-01-20,1629.6
LT_2881-2970,Triple Bottom Reversal,0.44923196751083755,2016-02-16,1053.05,2016-02-29,1174.95
LT_2971-3060,Symmetrical Triangle,0.33431960396198757,2016-07-05,1411.5,2016-10-17,1615.0
LT_3061-3150,Triple Bottom Reversal,0.22253688729943444,2016-12-19,1302.5,2016-12-29,1363.25
LT_3151-3240,No Pattern Detected,0.0,,,,
LT_3241-3330,No Pattern Detected,0.0,,,,
LT_3331-3420,Symmetrical Triangle,0.3693886696132086,2018-01-23,1259.25,2018-03-27,1470.0
LT_3421-3510,No Pattern Detected,0.0,,,,
LT_3511-3600,No Pattern Detected,0.0,,,,
LT_3601-3690,No Pattern Detected,0.0,,,,
LT_3691-3780,No Pattern Detected,0.0,,,,
LT_3781-3870,No Pattern Detected,0.0,,,,
LT_3871-3960,No Pattern Detected,0.0,,,,
LT_3961-4050,No Pattern Detected,0.0,,,,
LT_4051-4140,Ascending Triangle,0.7397908159541875,2021-01-14,1325.1,2021-02-22,1593.0
ITC_1-90,Symmetrical Triangle,0.5721977375210584,2000-02-11,489.8,2000-05-15,1067.0
ITC_91-180,Ascending Triangle,0.7176005254293394,2000-07-03,701.0,2000-09-20,879.9
ITC_181-270,No Pattern Detected,0.0,,,,
ITC_271-360,Symmetrical Triangle,0.40024050557760726,2001-01-31,688.0,2001-06-08,922.45
ITC_361-450,No Pattern Detected,0.0,,,,
ITC_451-540,Cup and Handle,0.5167290380973255,2001-11-09,645.15,2002-02-27,780.0
ITC_541-630,Triple Bottom Reversal,0.7126699805033117,2002-05-28,581.6,2002-06-20,650.0
ITC_631-720,Descending Triangle,0.27392175820029824,2002-07-09,600.0,2002-11-18,713.9
ITC_721-810,Double Top,0.5858762874971394,2003-01-15,674.0,2003-01-20,692.5
ITC_811-900,No Pattern Detected,0.0,,,,
ITC_901-990,Ascending Triangle,0.6446494417293659,2003-10-13,840.1,2003-12-11,989.8
ITC_991-1080,No Pattern Detected,0.0,,,,
ITC_1081-1170,No Pattern Detected,0.0,,,,
ITC_1171-1260,Symmetrical Triangle,0.711266435970346,2004-11-29,1250.0,2005-01-05,1339.0
ITC_1261-1350,Triple Bottom Reversal,0.7350732481699614,2005-01-19,1212.0,2005-03-29,1417.0
ITC_1351-1440,No Pattern Detected,0.0,,,,
ITC_1441-1530,No Pattern Detected,0.0,,,,
ITC_1531-1620,Head and Shoulders,0.9,2006-04-27,185.0,2006-05-17,212.5
ITC_1621-1710,Triple Bottom Reversal,0.303130448387914,2006-07-19,161.25,2006-07-28,177.0
ITC_1711-1800,No Pattern Detected,0.0,,,,
ITC_1801-1890,No Pattern Detected,0.0,,,,
ITC_1891-1980,No Pattern Detected,0.0,,,,
ITC_1981-2070,No Pattern Detected,0.0,,,,
ITC_2071-2160,No Pattern Detected,0.0,,,,
ITC_2161-2250,Double Bottom,0.28086566833626764,2008-10-29,146.45,2008-11-18,177.6
ITC_2251-2340,Triple Bottom Reversal,0.04188766259105623,2009-01-15,156.0,2009-03-20,189.95
ITC_2341-2430,No Pattern Detected,0.0,,,,
ITC_2431-2520,Symmetrical Triangle,0.3884164391891674,2009-10-26,241.25,2010-02-05,271.0
ITC_2521-2610,Triple Bottom Reversal,0.5439354798328513,2010-02-26,228.8,2010-03-09,253.75
ITC_2611-2700,Symmetrical Triangle,0.5687730539848449,2010-06-24,151.55,2010-10-22,313.45
ITC_2701-2790,No Pattern Detected,0.0,,,,
ITC_2791-2880,Symmetrical Triangle,0.5210138133906811,2011-06-02,182.0,2011-07-12,206.5
ITC_2881-2970,No Pattern Detected,0.0,,,,
ITC_2971-3060,Triple Bottom Reversal,0.7778600348972019,2011-12-16,192.3,2012-02-02,211.3
ITC_3061-3150,Triple Bottom Reversal,0.5135915990840382,2012-05-16,225.0,2012-06-05,241.0
ITC_3151-3240,No Pattern Detected,0.0,,,,
ITC_3241-3330,Triple Bottom Reversal,0.6656090326566143,2013-01-11,272.1,2013-04-10,310.9
ITC_3331-3420,Head and Shoulders,0.9,2013-07-19,349.65,2013-07-26,380.0
ITC_3421-3510,Triple Bottom Reversal,0.24450014185875266,2013-11-28,307.55,2013-12-16,323.7
ITC_3511-3600,No Pattern Detected,0.0,,,,
ITC_3601-3690,No Pattern Detected,0.0,,,,
ITC_3691-3780,Triple Bottom Reversal,0.7707933811920298,2015-01-07,346.1,2015-01-23,372.95
ITC_3781-3870,No Pattern Detected,0.0,,,,
ITC_3871-3960,No Pattern Detected,0.0,,,,
ITC_3961-4050,Triple Bottom Reversal,0.4621282658554257,2016-02-11,284.0,2016-02-25,310.7
ITC_4051-4140,No Pattern Detected,0.0,,,,
ITC_4141-4230,Descending Triangle,0.5986400011877714,2016-09-02,222.1,2016-12-23,265.9
ITC_4231-4320,Ascending Triangle,0.6353420465759136,2017-03-21,270.9,2017-05-08,292.9
ITC_4321-4410,Symmetrical Triangle,0.6801386784497708,2017-05-29,269.55,2017-09-14,367.7
ITC_4411-4500,Triple Bottom Reversal,0.5899536074106988,2017-11-21,250.85,2017-12-06,261.45
ITC_4501-4590,No Pattern Detected,0.0,,,,
ITC_4591-4680,Head and Shoulders,0.9,2018-08-27,307.0,2018-09-06,322.95
ITC_4681-4770,No Pattern Detected,0.0,,,,
ITC_4771-4860,Symmetrical Triangle,0.19924998968457405,2019-04-12,268.0,2019-07-11,310.0
ITC_4861-4950,No Pattern Detected,0.0,,,,
ITC_4951-5040,Descending Triangle,0.7552647233789409,2019-11-27,134.6,2020-04-03,250.05
ITC_5041-5130,Inverse Head and Shoulders,0.9,2020-04-28,157.1,2020-05-14,184.9
ITC_5131-5220,Triple Bottom Reversal,0.542598218939682,2020-10-15,163.45,2020-10-29,171.6
MARUTI_1-90,Triple Bottom Reversal,0.7502787575392875,2003-08-06,189.85,2003-09-18,238.5
MARUTI_91-180,No Pattern Detected,0.0,,,,
MARUTI_181-270,Triple Bottom Reversal,0.3101276547369145,2004-06-11,362.05,2004-06-23,418.0
MARUTI_271-360,Triple Bottom Reversal,0.7536045181099159,2004-09-30,338.0,2004-10-26,381.95
MARUTI_361-450,Double Top,0.3857431625788155,2005-02-25,454.1,2005-03-04,485.5
MARUTI_451-540,No Pattern Detected,0.0,,,,
MARUTI_541-630,No Pattern Detected,0.0,,,,
MARUTI_631-720,Symmetrical Triangle,0.2763266386775656,2006-03-03,736.0,2006-05-17,974.95
MARUTI_721-810,Triple Bottom Reversal,0.7432552351362459,2006-06-14,668.1,2006-07-21,831.2
MARUTI_811-900,No Pattern Detected,0.0,,,,
MARUTI_901-990,Descending Triangle,0.7295522082260075,2007-02-05,715.05,2007-06-14,972.85
MARUTI_991-1080,Triple Bottom Reversal,0.6067582276121911,2007-06-25,715.0,2007-08-22,869.0
MARUTI_1081-1170,Head and Shoulders,0.71029335781206,2007-11-19,930.25,2007-12-14,1098.0
MARUTI_1171-1260,Descending Triangle,0.44088293260817724,2008-03-05,535.0,2008-07-11,944.5
MARUTI_1261-1350,Head and Shoulders,0.3928743640957584,2008-09-15,619.1,2008-10-13,766.0
MARUTI_1351-1440,Triple Bottom Reversal,0.8513175785446068,2008-12-24,484.0,2009-01-23,604.0
MARUTI_1441-1530,No Pattern Detected,0.0,,,,
MARUTI_1531-1620,No Pattern Detected,0.0,,,,
MARUTI_1621-1710,Head and Shoulders,0.9,2010-03-02,1426.15,2010-03-16,1519.8
MARUTI_1711-1800,Triple Bottom Reversal,0.8707135686211219,2010-07-29,1190.1,2010-08-27,1271.8
MARUTI_1801-1890,Head and Shoulders,0.9,2010-10-21,1481.3,2010-10-29,1585.0
MARUTI_1891-1980,No Pattern Detected,0.0,,,,
MARUTI_1981-2070,Symmetrical Triangle,0.200255846207964,2011-07-08,1010.0,2011-10-21,1283.4
MARUTI_2071-2160,Triple Bottom Reversal,0.19873182779153314,2011-12-20,908.7,2012-01-05,991.0
MARUTI_2161-2250,No Pattern Detected,0.0,,,,
MARUTI_2251-2340,Triple Bottom Reversal,0.6352674470810236,2012-07-25,1082.65,2012-08-08,1151.25
MARUTI_2341-2430,Double Top,0.7478034300620174,2013-02-01,1580.0,2013-02-06,1639.0
MARUTI_2431-2520,No Pattern Detected,0.0,,,,
MARUTI_2521-2610,No Pattern Detected,0.0,,,,
MARUTI_2611-2700,No Pattern Detected,0.0,,,,
MARUTI_2701-2790,Triple Bottom Reversal,0.7833273056527916,2014-05-21,2166.0,2014-05-30,2505.0
MARUTI_2791-2880,Triple Bottom Reversal,0.8228853528936616,2014-10-07,2912.0,2014-10-16,3013.55
MARUTI_2881-2970,Ascending Triangle,0.23429623579011755,2015-04-28,3520.0,2015-06-10,3898.95
MARUTI_2971-3060,No Pattern Detected,0.0,,,,
MARUTI_3061-3150,Symmetrical Triangle,0.33551144244647735,2015-11-11,3193.25,2016-02-29,4790.0
MARUTI_3151-3240,Triple Bottom Reversal,0.30610802969522827,2016-03-28,3418.5,2016-04-08,3777.8
MARUTI_3241-3330,No Pattern Detected,0.0,,,,
MARUTI_3331-3420,Ascending Triangle,0.421391975671982,2017-02-01,5800.0,2017-04-05,6359.0
MARUTI_3421-3510,Ascending Triangle,0.48297108557588886,2017-07-13,7380.0,2017-08-14,7920.0
MARUTI_3511-3600,Triple Bottom Reversal,0.782009480561624,2017-08-29,7495.05,2017-10-19,8200.0
MARUTI_3601-3690,No Pattern Detected,0.0,,,,
MARUTI_3691-3780,Head and Shoulders,0.9,2018-07-17,9233.0,2018-07-31,9929.0
MARUTI_3781-3870,Symmetrical Triangle,0.49259637016686997,2018-09-17,6317.7,2019-01-28,8659.7
MARUTI_3871-3960,No Pattern Detected,0.0,,,,
MARUTI_3961-4050,No Pattern Detected,0.0,,,,
MARUTI_4051-4140,Symmetrical Triangle,0.41119274105329584,2019-10-29,6103.2,2020-03-03,7758.7
MARUTI_4141-4230,Cup and Handle,0.1,2020-05-08,4637.5,2020-07-16,6250.0
MARUTI_4231-4320,No Pattern Detected,0.0,,,,
MARUTI_4321-4410,Double Top,0.6354421946133493,2021-01-14,7745.0,2021-01-20,8219.5
ICICIBANK_1-90,No Pattern Detected,0.0,,,,
ICICIBANK_91-180,No Pattern Detected,0.0,,,,
ICICIBANK_181-270,Ascending Triangle,0.28248766577649015,2000-09-26,103.6,2001-01-29,182.0
ICICIBANK_271-360,Double Top,0.3189408521506148,2001-03-08,146.75,2001-04-17,195.0
ICICIBANK_361-450,No Pattern Detected,0.0,,,,
ICICIBANK_451-540,Triple Bottom Reversal,0.8007925972423504,2002-01-14,85.95,2002-02-04,95.5
ICICIBANK_541-630,No Pattern Detected,0.0,,,,
ICICIBANK_631-720,Descending Triangle,0.4282799097065475,2002-07-09,109.4,2002-11-18,152.25
ICICIBANK_721-810,Double Top,0.7345003771360678,2003-02-27,147.0,2003-03-04,153.0
ICICIBANK_811-900,No Pattern Detected,0.0,,,,
ICICIBANK_901-990,Ascending Triangle,0.7316081325368429,2003-11-03,220.1,2003-12-11,290.8
ICICIBANK_991-1080,No Pattern Detected,0.0,,,,
ICICIBANK_1081-1170,No Pattern Detected,0.0,,,,
ICICIBANK_1171-1260,Triple Bottom Reversal,0.3112122382174902,2004-09-07,262.0,2004-09-15,270.5
ICICIBANK_1261-1350,No Pattern Detected,0.0,,,,
ICICIBANK_1351-1440,Triple Bottom Reversal,0.8030157071143249,2005-06-02,391.0,2005-06-20,437.5
ICICIBANK_1441-1530,Inverse Head and Shoulders,0.9,2005-10-24,467.5,2005-11-10,520.0
ICICIBANK_1531-1620,Head and Shoulders,0.8999999999999996,2006-05-04,597.0,2006-05-17,675.0
ICICIBANK_1621-1710,Inverse Head and Shoulders,0.9,2006-07-11,464.95,2006-07-21,500.0
ICICIBANK_1711-1800,No Pattern Detected,0.0,,,,
ICICIBANK_1801-1890,Triple Bottom Reversal,0.396502826494306,2007-04-02,791.0,2007-05-10,994.7
ICICIBANK_1891-1980,No Pattern Detected,0.0,,,,
ICICIBANK_1981-2070,Double Top,0.5630016380187108,2008-01-16,1001.65,2008-01-28,1386.0
ICICIBANK_2071-2160,No Pattern Detected,0.0,,,,
ICICIBANK_2161-2250,No Pattern Detected,0.0,,,,
ICICIBANK_2251-2340,Triple Bottom Reversal,0.6905247645553882,2009-03-09,258.0,2009-03-31,387.8
ICICIBANK_2341-2430,Triple Bottom Reversal,0.7054604067939675,2009-06-24,619.4,2009-07-10,777.0
ICICIBANK_2431-2520,Head and Shoulders,0.666823744554092,2009-10-08,756.65,2009-11-11,980.0
ICICIBANK_2521-2610,No Pattern Detected,0.0,,,,
ICICIBANK_2611-2700,Ascending Triangle,0.17614621877214476,2010-09-20,1080.35,2010-10-22,1170.0
ICICIBANK_2701-2790,No Pattern Detected,0.0,,,,
ICICIBANK_2791-2880,Ascending Triangle,0.16390186793774314,2011-04-04,1003.0,2011-07-12,1139.0
ICICIBANK_2881-2970,Symmetrical Triangle,0.5751535798724142,2011-07-14,710.0,2011-11-24,1084.0
ICICIBANK_2971-3060,No Pattern Detected,0.0,,,,
ICICIBANK_3061-3150,Triple Bottom Reversal,0.3684565943550179,2012-05-23,778.9,2012-06-01,843.95
ICICIBANK_3151-3240,Triple Bottom Reversal,0.6659216444952291,2012-08-31,876.65,2012-09-10,945.9
ICICIBANK_3241-3330,No Pattern Detected,0.0,,,,
ICICIBANK_3331-3420,No Pattern Detected,0.0,,,,
ICICIBANK_3421-3510,Head and Shoulders,0.9,2013-12-17,1058.35,2013-12-31,1132.7
ICICIBANK_3511-3600,Triple Bottom Reversal,0.4633627360567635,2014-02-06,946.05,2014-02-20,1043.8
ICICIBANK_3601-3690,Double Top,0.48746214293197276,2014-09-10,1521.65,2014-09-22,1594.15
ICICIBANK_3691-3780,Double Top,0.3502147715305257,2014-11-24,1705.0,2014-12-03,1798.15
ICICIBANK_3781-3870,No Pattern Detected,0.0,,,,
ICICIBANK_3871-3960,Descending Triangle,0.5118804431490898,2015-07-13,247.7,2015-11-19,321.0
ICICIBANK_3961-4050,Triple Bottom Reversal,0.6230276718957556,2016-02-12,181.55,2016-02-25,207.3
ICICIBANK_4051-4140,No Pattern Detected,0.0,,,,
ICICIBANK_4141-4230,No Pattern Detected,0.0,,,,
ICICIBANK_4231-4320,Ascending Triangle,0.6040972335516351,2017-02-06,264.5,2017-05-08,308.15
ICICIBANK_4321-4410,Double Top,0.11586325280001332,2017-06-09,313.9,2017-06-19,323.1
ICICIBANK_4411-4500,Symmetrical Triangle,0.7351496716603795,2017-11-17,287.0,2018-01-23,364.45
ICICIBANK_4501-4590,No Pattern Detected,0.0,,,,
ICICIBANK_4591-4680,No Pattern Detected,0.0,,,,
ICICIBANK_4681-4770,No Pattern Detected,0.0,,,,
ICICIBANK_4771-4860,Ascending Triangle,0.46194875408789127,2019-05-27,407.9,2019-07-11,443.9
ICICIBANK_4861-4950,Triple Bottom Reversal,0.6995387137047098,2019-09-05,384.35,2019-09-19,415.65
ICICIBANK_4951-5040,Double Top,0.7302121442736589,2020-02-12,536.0,2020-02-20,550.7
ICICIBANK_5041-5130,No Pattern Detected,0.0,,,,
ICICIBANK_5131-5220,Inverse Head and Shoulders,0.9,2020-09-21,333.75,2020-09-30,367.4
KOTAKBANK_1-90,No Pattern Detected,0.0,,,,
KOTAKBANK_91-180,Ascending Triangle,0.5834203820921681,2001-11-19,45.0,2002-01-03,58.0
KOTAKBANK_181-270,No Pattern Detected,0.0,,,,
KOTAKBANK_271-360,Head and Shoulders,0.9,2002-07-11,156.0,2002-07-23,180.9
KOTAKBANK_361-450,No Pattern Detected,0.0,,,,
KOTAKBANK_451-540,No Pattern Detected,0.0,,,,
KOTAKBANK_541-630,Inverse Head and Shoulders,0.9,2003-07-04,157.15,2003-07-15,177.0
KOTAKBANK_631-720,Cup and Handle,0.1,2003-11-07,302.1,2004-02-25,420.0
KOTAKBANK_721-810,No Pattern Detected,0.0,,,,
KOTAKBANK_811-900,No Pattern Detected,0.0,,,,
KOTAKBANK_901-990,Ascending Triangle,0.56392872576453,2005-02-11,297.0,2005-03-21,398.8
KOTAKBANK_991-1080,Inverse Head and Shoulders,0.9,2005-04-25,295.1,2005-05-09,349.8
KOTAKBANK_1081-1170,Triple Bottom Reversal,0.7275834784562702,2005-10-20,165.0,2005-10-28,186.5
KOTAKBANK_1171-1260,Triple Bottom Reversal,0.4507105315282351,2005-12-29,219.0,2006-02-02,248.75
KOTAKBANK_1261-1350,Ascending Triangle,0.5854142777214588,2006-04-28,210.0,2006-08-25,399.95
KOTAKBANK_1351-1440,Triple Bottom Reversal,0.19093781588032488,2006-09-15,304.0,2006-09-26,330.0
KOTAKBANK_1441-1530,Triple Bottom Reversal,0.6379961435718559,2007-01-18,380.9,2007-03-05,528.85
KOTAKBANK_1531-1620,Triple Bottom Reversal,0.8235605739761012,2007-06-13,550.0,2007-06-26,639.7
KOTAKBANK_1621-1710,Head and Shoulders,0.9,2007-12-31,1261.0,2008-01-07,1438.0
KOTAKBANK_1711-1800,Descending Triangle,0.717412015089845,2008-02-04,537.0,2008-06-17,1013.7
KOTAKBANK_1801-1890,Symmetrical Triangle,0.2681988238913975,2008-08-11,240.0,2008-10-27,728.25
KOTAKBANK_1891-1980,Double Top,0.5435683827772478,2008-12-18,326.25,2009-01-05,405.5
